RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
Fairfax County,VA,Washington-Arlington-Alexandria,51,59,36,449990,449900,449995,466250,474900,474888,459000,449000,425000,425000,424999.5,415000,419900,420000,434900,450000,469000,466416.5,464900,459000,449950,449900,439000,429000,439500,459000,475000,499000,499950,499900,499250,495000,499000,499000,499900,499000,5.00E+05,5.00E+05,525000,530000,547950,539000,525000,514918.5,509000,495000,496000,485000,499888,499000,515000,525000,535000,535000,529000,525000,524900,519900,515000,512000,509900,515000,525000,539900,539500,534900,499000,525000,524990,519900,514999,514000,524950,534900,549900,565000,565000,550000,549000,545000,545000,549900,558395,550000,559900,575000,589900,589000,589900,589000,579900,574999.5,570000,575000,579900,581000,589153,599662.5,605000,614925,610000,599950,590000,579000,579000,579950,579900,589000,595000,614999,619925,629999.5,629990,629900,624000
Contra Costa County,CA,San Francisco-Oakland-Hayward,6,13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000,475000,465000,450000,446240,439950,463450,495000,5.00E+05,525000,525000,525000,499900,499000,499000,479000,459775,461950,484990,519000,547450,575000,570000,558888,545000,530000,529000,524890,5.00E+05,510000,539900,570000,589999,595000,599000,579000,559999.5,570000,572495,555000,549900,549000,569000,599000,6.00E+05,625000,608000,599888,589900,585000,580000,574700,550000,555000,590000,618000,629500,639950,639500,625000,609000,615000,605000,599000,584900,579900,595000,605495,629000,629995,635000,625000
Salt Lake County,UT,Salt Lake City,49,35,38,244900,239900,238000,239000,239000,234900,229900,225000,221450,219900,219900,210000,205000,207700,208000,199900,2.00E+05,199900,202000,204900,205000,204999,204000,2.00E+05,199900,207000,209900,208100,215000,219000,219000,229900,229900,234900,235000,234900,228000,225000,229900,239900,247000,255000,261890,259990,259900,259900,264900,262000,259000,258000,259900,269000,274900,275000,275000,275000,276353,275000,274900,275000,279900,284875,289500,299900,307000,311990,314900,319000,315000,314990,311990,309900,311995,310000,324885,324900,335450,339900,339000,335000,328000,328140,329900,329900,329900,335000,342025,350000,350000,350000,349900,350000,350000,350000,349972.5,350000,359900,355974.5,365000,373950,374900,375000,379900,374900,374900,369999,370000,375000,375000,375000,379900,389900,395000,399000,396400
Travis County,TX,Austin-Round Rock,48,453,39,236500,235000,235000,239883.5,249900,249900,246900,245500,240000,239900,239990,235000,229900,229900,239000,248000,249583,239900,239000,234900,229000,225000,225000,225000,224900,229990,249000,250000,255000,259900,258000,249900,249000,249500,251851,259000,260000,272247,275000,286995,299000,297252,297100,294500,295000,3.00E+05,309900,308900,318000,328990,339000,349900,350000,360000,349900,349100,349750,349900,349000,354990,350000,355000,364658,374990,375000,379000,369000,373990,369000,375000,369500,378990,375000,378990,380000,382990,380000,390000,389000,380000,384900,385000,385000,378309,375000,380945,389900,399000,399500,396990,395000,389900,385000,381107.5,375000,371720,365000,369000,379000,379977.5,384900,385000,384000,375000,373358,369999,365000,360000,355000,364900,370000,385990,387500,389000,385000
Saint Louis County,MO,St. Louis,29,189,40,156250,159900,160000,159900,160000,159900,159900,159000,159000,156375,154900,148000,139900,139900,142000,145000,149900,149900,149900,149900,146000,145000,144900,137500,144900,139900,142500,149900,152900,150000,149900,149000,147009.5,145000,147500,140000,139900,145900,150000,159900,160000,164900,158900,153700,150000,149900,143900,139900,138000,145000,149900,159500,165900,165000,164900,159900,159900,155700,150000,147000,145000,150000,164900,169900,174900,179900,179625,172500,172900,170000,169900,159900,159900,159900,175900,198900,208000,199900,199900,194900,189000,184900,182900,174900,169900,176900,186000,204900,219900,224900,224900,214900,214000,209900,199900,197500,197900,199900,210000,223000,225000,225000,225000,218000,215000,215000,214900,2.00E+05,199945,215000,225000,234999,240000,239900,230000
Pima County,AZ,Tucson,4,19,41,205900,2.00E+05,199900,198418,194203,192537.5,189000,185000,185000,179900,179000,179000,174900,172500,169900,164500,159950,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162390,164900,165900,168500,167000,169900,170000,175000,174900,174900,175000,179000,180000,184900,188719,189000,189900,189900,189900,189900,190000,192586.5,194900,195407,198900,198990,198000,197900,199000,199000,199000,199000,199000,199900,199999,199000,2.00E+05,199965,199000,199000,199500,199900,199000,196400,199000,199000,199900,200900,207949.5,209000,208900,207000,209900,212000,215000,214945,218000,219900,220985,223945,225000,225000,225000,229000,229000,229000,230995,230000,232000,234992.5,232500,237000,237945,235000,239000,237000,237950,239990,243945,240000,245000,240000,248990,249000,249900,247900,245000
Montgomery County,MD,Washington-Arlington-Alexandria,24,31,42,365990,370000,379500,389900,395000,389000,380000,369900,349900,354900,350550,340000,339000,339900,350000,374700,384500,380000,379999,379990,379000,377900,374990,359950,369500,379900,399900,415000,437990,430000,424900,419000,419000,425000,419900,399900,399900,409990,424900,440000,449000,449900,439000,429000,435949.5,429000,419900,419000,409000,415000,430000,449000,458950,450000,449000,434900,439000,435000,425000,419900,415000,415000,425000,429000,435000,445000,420000,429900,435000,429900,429900,429000,425000,425000,439990,474650,474900,475000,464990,464999,465000,469000,475000,469900,472500,481390,499900,519900,515000,509500,509000,499900,499945,499900,499990,499700,499900,5.00E+05,519900,529900,529500,525000,5.00E+05,499000,499499,495000,494990,475000,475000,495000,499999,524900,525000,524999.5,519990
Honolulu County,HI,Urban Honolulu,15,3,43,490000,487000,475000,475000,485000,485000,489000,534900,475900,464950,465000,460000,454000,430000,445000,449000,450000,449000,450000,459000,455000,450000,435000,435000,434900,432650,441010,449000,449900,449000,450000,457609,450000,454000,450000,453630,459000,475000,463250,471631,475000,459000,495000,499000,499000,495000,499999.5,509500,499000,507000,5.00E+05,502000,510000,5.00E+05,509900,520000,520000,510000,524950,530000,545000,550000,548192,539000,550000,565000,568000,579450,578000,585000,588000,590000,590000,535000,590000,598500,599000,625000,626950,625000,630000,625000,630000,635000,635000,624900,625000,639999.5,641632.5,648000,630000,630000,635000,629617.5,629000,639000,630000,625000,615000,620000,631500,643888,639000,645000,642000,635000,643500,649000,648000,640000,649000,645000,649000,640000,639000
Westchester County,NY,New York-Newark-Jersey City,36,119,44,5.00E+05,509000,525000,529000,549000,549000,525000,529900,499000,499000,489999,459000,450000,449000,495000,475000,475000,474999.5,455000,439999.5,439000,425000,415000,399000,395000,399000,426000,444900,460000,449000,449333.5,429000,430000,429900,439000,419000,425000,448888,460000,479000,495000,498000,469000,429000,425000,449000,429000,403750,399361,409700,450000,495000,5.00E+05,499000,499900,489900,479000,479000,460000,449000,449000,469000,488000,539000,539000,539000,529000,5.00E+05,499900,509950,499222,485000,479000,499838.5,539000,560000,573995,575000,555000,535000,536400,525000,520000,499000,499900,549000,574697.5,599000,623500,625000,599999,580000,595000,599000,597750,580000,585000,625000,639700,649999.5,674000,650000,639999.5,625000,635497.5,634900,629000,619000,609500,645000,669000,699000,695000,689000,675000
Milwaukee County,WI,Milwaukee-Waukesha-West Allis,55,79,45,149900,150000,154900,154900,154900,150000,149900,149900,149000,149000,146900,139900,137900,139500,134900,134900,138000,136900,136900,137900,139900,134900,131500,129000,126900,124900,124900,125900,129750,127900,124900,124000,122000,120000,121400,119000,119900,124900,125000,129950,134900,137900,138725,135000,134900,134900,133000,129900,125000,124900,129900,135000,139900,139900,139900,139900,139000,134900,129900,129900,129500,129900,135000,139900,149600,145000,145000,141950,139900,139900,139900,138700,135950,140000,145900,149900,149900,155000,156900,155900,154900,149900,149500,144900,139900,144900,149900,149900,154900,155000,154800,149900,149900,149900,147734.5,144900,144900,149000,149900,159900,164900,167000,164900,164900,163000,163900,159900,154900,154900,159900,166950,174700,174900,175000,174900
Fresno County,CA,Fresno,6,19,46,210000,207000,199900,198800,194900,195000,184900,181465,182900,179000,179000,174900,174900,159900,164945,159900,160000,162700,159900,164925,161999.5,159900,159900,159000,158950,153550,153500,150000,159950,165000,170000,175000,175000,179000,175000,175000,179900,185000,195000,204999.5,218000,227250,234900,234625,239925,239000,239000,230990,234000,239900,242450,244900,246900,249950,250000,254900,250000,245450,249000,249500,248975,249900,249950,255000,264900,267999.5,269000,269000,262500,259000,256900,259000,253990,255000,259000,259000,264900,266900,274950,269900,269900,269000,262000,265000,259000,259994.5,264900,275000,284900,285000,289974,285000,288000,291990,290000,291935,289900,277500,284900,299000,298900,299000,299900,299900,299000,299000,299000,298000,295925,289000,289998.5,299950,303245,308000,309000
Shelby County,TN,Memphis,47,157,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144500,140000,142500,133945,139900,147900,144000,149900,149900,149900,145000,138400,134900,130000,130000,129900,129900,139900,149900,158000,159900,147900,139900,139900,138900,132000,132900,129900,134500,145900,154900,159900,165500,160000,157500,159500,149900,145000,135600,135000,139900,152950,160000,164950,169900,169000,167700,166950,167250,153299,144752.5,147033,159900,170000,179900,184900,184900,179900,180000,175000,170000,160000,159900,159900,169925,180950,189500,195000,197000
Fulton County,GA,Atlanta-Sandy Springs-Roswell,13,121,48,219900,219900,220999,225000,224900,219900,219900,225000,209000,199900,199900,194900,184900,189000,184900,187900,189900,189500,188000,184990,188513.5,179900,175000,169900,169900,177900,184900,190000,2.00E+05,210000,200085,199900,205990,209900,213555,210000,215000,225000,225000,237400,240000,247900,249000,240000,239900,239000,228000,220000,219900,225000,245000,259900,265000,270825,274675,269500,252056,249000,246886,247503,245000,249900,250000,260000,269000,275080,265000,269945,269990,275000,269900,265000,268500,274999,289000,309900,319900,310000,312000,309000,305000,315000,315000,3.00E+05,299900,319000,345000,364250,365904,370000,355000,349130,356000,363288.5,359900,360000,364500,369000,378080,395000,4.00E+05,4.00E+05,380000,369900,372000,370000,369900,365000,359000,355000,368900,377000,375000,372500,360000
Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119,49,189900,194500,190000,193900,190000,190000,189300,189900,185392,185000,184900,177900,175000,175000,175000,179000,179900,179900,179000,178999,175000,175000,174900,173990,174900,177915,182315,184900,184900,184900,179900,184995,182000,184900,182500,185000,188500,199450,206199.5,211990,214467,214000,210000,209971,209900,209000,205000,2.00E+05,198990,2.00E+05,215000,220990,224500,224500,222000,219900,219900,219900,219990,219990,225000,230000,232990,242945,249925,250000,251999,250000,249000,253500,254900,250000,264400,274900,279900,285900,289900,289000,289900,281990,284500,285900,285000,289900,287500,285000,294500,3.00E+05,304900,305000,299000,295000,299900,3.00E+05,3.00E+05,306195,310209,320000,325000,319900,317990,318000,315000,312200,315000,315000,314885,312990,312000,318888,317990,324900,321406.5,320000,318528.5
Erie County,NY,Buffalo-Cheektowaga-Niagara Falls,36,29,50,139900,143000,149500,145500,149900,149900,147900,147000,144900,139990,139999.5,139900,139900,144900,144900,144900,148900,149900,149900,149000,145900,145900,145000,145000,145000,149900,149900,149900,149900,149900,145000,148000,148900,143500,144900,144900,139999.5,143900,140000,149900,149549,149900,147900,144900,146900,140900,139900,137900,136450,139900,142700,144900,149900,154900,154900,149900,149900,149900,149900,149900,149900,149900,149900,152900,159000,159900,159900,157900,159900,155000,154900,152500,150000,149999,150000,157500,164777,165500,159900,157900,158000,152000,153000,154900,154900,154900,159900,165000,166750,169900,169900,169900,169900,169900,163250,160000,162900,160000,167750,169900,173950,179900,179900,175000,174700,170000,169900,169000,169900,169900,178950,182000,189900,189900,189500
DuPage County,IL,Chicago-Naperville-Elgin,17,43,51,279900,279900,279900,275000,279000,279000,274900,274500,262900,259900,255000,249000,239900,236905,239900,239999.5,245900,249500,246500,239900,239500,234900,228000,219900,219900,225000,229900,232500,236000,239900,234900,229900,229000,229000,229900,223700,224900,234900,240000,250250,265000,269900,269900,268900,269900,269900,274900,269000,269900,279900,289000,289900,299000,299900,299000,297000,294500,294070,290000,289000,290000,299000,299900,299500,299999,304250,3.00E+05,3.00E+05,299999,304807.5,3.00E+05,299900,299900,315000,320000,325000,329000,330000,329900,329900,329900,329900,333500,335000,334949.5,339900,339900,345450,345000,344900,339990,339000,339000,339000,339400,339945,342250,349900,349900,349900,350000,350000,349900,347899,345000,339900,339900,339000,339900,348759,349900,349900,349900,349900,349000
Fairfield County,CT,Bridgeport-Stamford-Norwalk,9,1,52,514731,519000,505900,510000,524900,519000,519000,499900,494900,489900,489000,465000,474900,469000,465900,479000,479999,485000,475000,459000,450000,450000,449750,449000,439900,449900,459000,470000,485000,480000,461000,449000,469900,469900,470000,469900,465000,495000,499000,499000,5.00E+05,5.00E+05,499900,489900,499000,499000,489900,479900,479000,499000,525000,539000,529900,525000,510000,499900,499000,499000,484900,475000,475250,499000,520000,519000,525000,525000,519000,509000,515000,509900,499900,499000,499900,529900,539900,550000,559900,579000,575000,554450,564900,559000,554900,529900,529000,569000,578000,579900,575000,574900,564995,529900,570000,575000,575000,565500,579000,599000,602909,629000,619000,599900,599000,585000,595000,595000,599000,595000,599000,599000,599000,610000,599000,594900,589000
Pinellas County,FL,Tampa-St. Petersburg-Clearwater,12,103,53,180000,179900,179000,175000,175000,170000,169900,169000,164900,159900,159900,154900,149900,149900,150000,149999,149900,149900,149900,149900,150000,149900,148900,144000,140000,144000,145000,142985,145000,149000,145000,145950,147500,145100,149900,149900,150000,154900,159900,159900,160000,162000,162900,164713.5,166200,169000,169000,168000,169500,174900,178900,179900,175000,179000,185000,189000,189000,189000,185000,183600,189900,195000,194500,189900,197500,199000,199900,214500,215000,214900,219000,220000,224000,224900,229900,234900,235360,239000,239900,239000,241900,245000,249900,249900,255000,259900,264916,274900,279000,279900,279000,274900,279000,275000,279900,279900,279900,279900,279936,285000,289000,289000,285000,280000,280000,279945,279900,282900,279900,280000,285000,289000,293000,292000,289900
