SizeRank,City,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
371,Houston,237000,237500,238000,238600,239200,239900,240800,241800,243100,244400,245800,247300,248800,250400,252400,254900,257300,259300,260600,261400,262000,262800,263700,264600,265100,264900,263900,262500,260800,259100,257900,257300,257000,256700,256400,256000,255700,255400,255000,254800,254500,254300,254800,255600,256500,257300,257800,257500,256900,256900,257500,257900,257800,257500,257100,256100,255400,255000,254400,253800,254000,253800,253200,252500,253000,254100,255100,256000,256700,257200,257800,258900,259600,260600,262000,263400,264000,264000,263700,263900,263900,263700,263900,264900,266100,267500,268700,269900,271800,274400,277100,279500,281900,283800,285500,287300,288900,290200,292200,294600,296800,298900,301400,304000,306300,309200,312900,316800,320100,322200,323500,324300,325100,326400,327800,328600,329400,330000,330400,331600,333700,334700,334700,335200,335600,336100,337100,338400,339000,338500,336500,333400,330100,327200,324700,323000,321900,321500,320700,319100,317800,317700,317600,316500,316800,320700,325800,329500,333100,335500,336600,337600,339000,340500,342800,345200,346000,345900,345900,346500,345800,344000,341500,340600
395,Houston,177700,178200,178900,179800,180800,181700,182500,183200,183800,184500,185300,185900,186300,186600,186900,187300,187800,188400,189100,189800,190400,191100,191800,192100,192100,191500,190400,189000,187600,186500,185800,185500,185300,185000,184800,184600,184400,184400,184300,184000,183700,183600,183700,183900,184200,184700,185400,186100,186600,187000,187400,187500,187100,186300,185700,185300,184800,183800,182700,181900,180700,179300,178300,178200,178300,178000,177500,177200,176900,176600,176100,175900,176400,177300,177800,178400,179500,181000,181600,181500,181100,181400,181400,181000,180400,180400,180900,181600,182200,182700,183600,184400,185400,186600,188100,189300,190300,191200,192100,192700,193100,193300,193900,194500,195200,196100,197100,198000,199100,200400,201800,203400,205500,208100,211200,214700,217800,220400,223500,226700,229100,230600,231800,232900,233400,233800,234200,234900,236000,236900,237500,238200,238800,238900,238800,239000,240100,241500,242600,243500,244100,244600,244900,245700,247900,250600,252500,254700,257100,259000,260000,260900,262000,262800,263000,263700,265100,266600,267600,267200,266100,264700,263800,263200
422,San Antonio,164500,164700,164800,164700,164700,165000,165500,166400,167500,168600,169700,170700,171800,173200,174600,175900,177200,178400,179600,180700,181600,182500,183300,183900,184300,184400,184200,183600,183100,182700,182500,182400,182300,182300,182200,182100,182000,181900,181900,181800,181800,181800,181700,181300,180900,180700,180500,180500,180800,180700,180600,180700,180600,180200,180000,180200,180100,179700,179700,180300,181000,181500,181900,181400,181000,180600,180300,180300,180900,181400,181400,181000,180400,179600,179300,180200,181400,181800,181400,180800,180300,180400,180800,181000,181600,182800,184200,185000,185400,186000,186900,187500,187700,187700,188000,188500,189100,189400,189300,189400,189700,190500,191600,193300,195200,196900,198400,200100,201200,202100,203200,204300,205500,207300,209800,212200,214500,216700,218700,220100,221000,222000,223400,225400,227400,229200,230700,231600,232600,233900,235300,236300,237400,238200,238800,239800,240700,241300,242200,243500,244300,244500,244900,245300,246800,249500,252000,253900,256200,257900,258300,258300,258900,259500,259700,260700,262500,264000,264400,263400,262900,263800,264700,265000
433,Dallas,199200,199900,200500,201200,201900,202600,203200,203700,204200,204500,204500,204400,204300,204200,204100,204000,204300,204700,205100,205200,205200,205100,204900,204500,203900,203300,202400,201400,200300,199500,198900,198600,198500,198300,198200,198200,198200,198200,198100,197700,197400,197500,197900,198400,198900,199200,199300,199400,199500,199600,200200,201000,201000,200400,199900,199200,198600,198400,198300,197900,197600,197200,196500,196000,196100,196400,196500,196500,196600,196800,197100,197700,198400,199000,199500,200300,201200,201400,201600,202400,202700,202900,203600,204500,204900,205200,205700,206700,207900,209200,210300,211600,213600,216100,218600,221000,223100,225500,228300,229900,230400,231200,232400,233200,234000,235200,236200,237800,239500,240800,241700,243400,245900,249300,253300,257000,259400,260700,261500,262200,263200,265200,268600,272100,275000,277700,280500,282500,284100,285900,287400,288900,290600,291900,293100,294700,296100,297100,298800,302600,307000,309400,310300,311400,313500,315900,317300,317900,319100,319500,317800,315000,313100,313300,315000,317200,318900,319600,318900,317900,318000,319100,319500,319500
481,Austin,198500,200900,203200,205300,207100,208500,209400,209600,209300,209100,209200,210100,211300,212500,213500,214300,214800,215200,215200,214700,214000,213300,212700,212400,212300,212200,212000,211400,210400,209200,208000,206900,205900,205000,204100,203100,202200,201500,201000,200400,199700,198900,198300,197700,197200,196700,196200,195700,195300,195200,195300,195600,195800,196100,196300,196400,196400,196500,196300,196000,195900,195800,195600,195100,194600,194400,194400,194100,193000,191800,191300,191900,192600,193200,193400,193600,194300,195000,195400,195600,196500,197800,199100,200500,201500,201900,202200,203100,204200,205400,206500,208000,210100,212100,213700,215400,217900,220200,222300,224100,225500,226800,229100,232200,234900,236800,238400,239900,240800,241100,242000,244100,246200,248000,249900,251800,253200,254500,255500,256600,257800,259800,262200,265200,268600,271700,273300,273900,274700,275800,276700,276900,276500,276600,277400,277500,277300,277200,277600,278000,278100,279200,281900,284300,286400,289400,292500,294900,297000,298400,298800,298900,299500,300100,299900,299900,300800,301800,301000,298500,296200,295400,296000,296900
496,Austin,159600,159700,159800,159900,160100,160400,160900,161500,162200,162900,163500,164000,164500,165000,165400,165900,166400,167100,167800,168600,169400,170200,170800,171300,171700,172000,172200,172400,172500,172700,172900,172800,172600,172400,172100,171800,171500,171200,171000,170600,170300,169900,169400,168700,168300,168200,168400,168600,168800,169000,169100,169400,169700,170100,170200,170300,170200,170200,170000,169900,169600,169100,168900,168700,168000,166700,165600,164900,164600,164200,163800,163600,163600,163200,162400,162000,162500,163300,164300,165300,166000,166700,167300,167600,168000,168700,169500,169700,169700,170200,171100,171900,172800,173500,174000,174600,175400,176100,176800,177700,178800,179800,180500,181900,183500,184700,185500,186600,187600,188600,190100,191800,193500,195300,197200,198700,199700,200700,202000,203600,205200,206800,208300,209900,211600,213300,214700,215900,217400,219400,221400,222700,224000,225800,228000,229600,231000,232300,233400,234300,235000,235800,236700,237900,239400,240900,242000,242800,243200,243700,244500,245300,245600,246200,247400,248700,249600,250500,251500,252400,253200,254000,254500,254800
585,Houston,155000,155100,155300,155600,155900,156300,156600,156900,157100,157300,157700,158200,158800,159500,160100,160500,160800,161000,161400,161800,162300,162800,163100,163000,162400,161400,160100,158600,157000,155700,154700,154100,153500,153000,152500,152000,151400,150900,150500,149800,149000,148500,148100,148000,147900,148000,148200,148600,149500,149700,149600,150300,151300,151800,152200,152200,152000,151800,151600,151100,150600,150400,150200,149800,149700,149000,147900,146800,145800,144800,144300,144200,144000,144000,144700,145800,146100,145900,145800,145900,146300,147100,147800,147700,147300,147000,146600,146100,146200,147200,148800,150100,150800,150900,151600,153100,154800,156400,157700,158700,159800,161400,163200,165000,166700,168300,169300,169800,170400,171600,172600,173500,174100,175000,176000,177800,180300,182200,183400,185300,187300,188500,189700,191700,194100,196100,197600,198200,198700,199600,200700,201700,202400,202900,204000,205700,206700,207100,207200,207000,207000,207600,208000,208000,209200,211800,214100,215900,217900,219600,220500,221100,222100,223300,225000,226600,227600,227900,227100,225500,224800,225100,225600,226400
590,Houston,175400,175300,175300,175500,176000,177000,178300,179700,181500,183600,185900,188600,190800,192200,193000,193200,193100,193200,193400,193900,194400,194900,195100,194800,193500,191800,190300,189100,188100,187300,186900,187000,186900,186600,186100,185700,184900,184200,183900,184200,184300,184600,185100,185700,186100,186300,186200,185900,186800,187200,187100,187400,188500,188800,189000,188500,188300,188300,188000,187000,186700,187600,187800,186900,186000,184900,183400,182000,180700,179800,179400,179200,179100,179500,179900,180200,180400,180500,180600,180800,181200,181500,181600,181600,181600,181700,182100,182600,183100,184400,186400,188200,189400,190200,191000,191500,191700,192400,193700,194600,195400,196500,197400,198200,199200,200300,201200,203200,205200,206400,206700,208200,210200,212300,214400,216900,219300,222400,226400,230000,231700,232300,234300,237400,240600,243300,245300,246900,248800,250000,250600,251200,251600,252100,252700,253200,253600,254300,254400,254100,254200,254600,255000,255700,256700,257300,257600,258200,258400,258400,258600,258700,258100,257200,257200,258300,259600,260600,261200,261600,261500,261300,261700,262600
595,Houston,167800,168300,168500,168700,168900,169200,169500,169800,170000,170300,170600,170700,170700,170600,170500,170500,170600,170800,171200,171800,172500,173200,173800,174100,174000,173600,173200,172700,172200,171500,171000,170600,170200,169900,169600,169300,169000,168600,168200,167900,167600,167300,167400,167700,168100,168500,168900,168700,168600,168900,169100,168900,169100,169400,169700,169700,169500,169100,168400,168000,167800,167400,167400,167700,167600,166800,165500,164600,164100,163800,163700,163600,163500,163600,163100,162400,162500,163200,163900,164700,165100,165200,165300,165800,166600,167800,168800,169600,170700,172400,173800,174700,175800,176900,177600,178200,178700,178900,179800,181100,182200,183400,185200,186800,188200,189600,191600,193300,194500,195200,196500,198300,199800,200400,201100,201800,202700,203600,204500,205700,206900,207900,208800,209800,210900,212200,213900,215700,217700,219500,220700,221600,222100,222600,223000,223800,224800,225300,225400,225500,225800,226500,227100,227600,228900,230900,232900,234400,234800,234700,235100,235600,235100,234600,234700,235800,237800,239400,239900,240000,240600,241000,240800,240700
628,Houston,153800,154000,154300,154500,154800,155000,155500,156000,156500,157000,157500,157900,158100,158200,158100,158200,158500,159000,159700,160600,161400,162200,162900,163300,163400,163100,162600,161900,161200,160400,159500,158700,157800,156900,156100,155400,154800,154200,153400,152600,151700,150800,150400,150300,150300,150400,150400,150500,150700,150800,150800,151000,151500,152000,152000,151700,151500,151400,151000,150400,149900,149500,149600,149800,149700,149000,148100,147300,146900,146600,146300,145500,144700,144600,144500,144000,143500,143500,143900,144600,144800,144500,144600,145200,146100,146900,147500,148200,149400,151100,152500,153600,154800,156200,157700,159300,160600,161200,162400,164400,166000,167400,169000,170300,171600,172800,174100,175400,176500,177600,178900,180100,180900,181600,182200,182800,183300,183900,184400,185100,186100,187000,187700,188600,189600,190300,191000,192000,192800,193500,194100,194600,195100,195500,195700,196200,197100,197700,198500,199400,200400,201200,201900,202300,203200,204900,206700,207700,208700,209100,209500,209800,210300,210600,210900,211600,212800,213900,213700,212800,212200,212700,213300,213600
644,Houston,98500,98900,99500,100200,100800,101300,101800,102300,102900,103500,104300,105100,105700,106100,106400,107000,107700,108300,108900,109400,109900,110300,110500,110600,110500,110000,109300,108600,107900,107000,106200,105400,104800,104100,103400,102700,102100,101300,100500,99800,99100,98400,98200,98300,98400,98400,98200,97800,97400,97400,97200,96600,96300,96500,96600,96400,95800,95100,94500,94000,93800,94300,94900,95000,94500,93600,92600,91700,91400,91800,92100,92000,91400,90700,90400,90400,90500,90600,91200,91800,91800,91400,91600,92200,92900,93400,93600,93700,93900,94500,94900,95100,95200,95200,95200,95300,95500,95400,95400,95700,96400,96800,97000,97300,98300,99500,100900,102100,103100,104000,105400,107200,108900,110400,111700,112900,114000,114700,115100,115500,116100,116500,116900,117900,119400,120800,121600,122500,123700,124800,125500,126500,127700,129200,131000,132900,134400,135400,136300,137300,138300,139700,141000,142100,143300,144300,145000,145500,145900,145900,145800,146200,146800,147700,148400,149300,150800,152400,152800,152000,151200,152500,155000,156500
652,Austin,138200,138400,138800,139200,139700,140300,140900,141500,142000,142500,142900,143400,143800,144100,144100,144000,143700,143500,143200,143000,143200,143800,144600,145500,146500,147400,148000,148300,148200,147800,147000,146000,145200,144400,143400,142300,141300,140500,139600,138700,137800,137300,137200,137600,138200,138800,139200,139700,140100,139900,140100,141000,141800,142000,142400,143100,143200,143200,143200,143100,142900,143100,142900,141800,140700,140100,139500,138600,137500,136400,135800,135600,135700,136000,136900,137900,138900,139500,139900,140500,141800,142900,143400,143500,143600,143600,143500,143400,143300,143100,142500,141600,141000,141200,141800,142700,143500,143800,143800,144900,146800,148900,150900,153000,154300,155200,156500,157900,158400,159200,160500,161700,162700,164700,166600,168000,169400,171000,172000,172700,173600,174600,175200,175700,176200,177400,179500,182500,184900,186300,187600,189800,191600,192200,191700,192100,193100,193500,192800,192700,193200,194800,196700,197600,199000,202200,205600,207200,208500,210200,211700,211800,211600,211500,211400,211600,212600,214300,217200,219400,220000,219300,219500,220700
